customer_id,customer_name,gender,age,city,state,signup_date,loyalty_tier,customer_status,annual_spend
110689,Rajesh Negi,Female,39,Mumbai,Maharashtra,01-08-2021,Regular,Blocked,31641.42
110690,Meera Sawant,Female,69,Jaipur,Rajasthan,21-09-2021,Regular,Active,54174
110691,Pooja Mishra,Male,67,Mumbai,Maharashtra,20-03-2022,Silver,Active,18890.73
110692,Ganesh Gaikwad,M,71,Bangalore,Karnataka,12-04-2023,Regular,Active,123950.15
110693,Kartik Roy,FEMALE,32,kolkata,West Bengal,06-12-2020,Platinum,active,166022.47
110694,Rohan Chakraborty,Male,25,Gurugram,Haryana,07-11-2022,SILVER,Active,17402.63
110695,Jyothi Hegde,Male,26,Chennai,Tamil Nadu,24-03-2021,Silver,Active,
110696,Rupali Srivastava,Female,27,Chennai,Tamil Nadu,20-11-2019,Regular,Active,89160.37
110697,Manasi Bose,M,18,Hyderabad,Telangana,02-01-2023,Silver,Blocked,158900.16
110698,Sona Ghosh,Male,40,Pune,Maharashtra,02-10-2023,Regular,Active,162363.45
110699,Sunita Bansal,Male,38,Noida,Uttar Pradesh,03-10-2019,Regular,Active,2877.4
110700,Santosh Krishnan,Female,52,Kolkata,West Bengal,22-04-2021,Regular,Active,96471.3
110701,Shilpa Kamath,Female,72,Visakhapatnam,Andhra Pradesh,19-02-2025,Regular,Active,98876.67
110702,Swati Agarwal,Female,47,Kolkata,West Bengal,26-07-2025,Regular,Active,166339.12
110703,Vikram Kamath,male,52,Ahmedabad,Gujarat,30-10-2022,Gold,Active,11992.16
110704,Chitra Sharma,Male,69,Bangalore,Karnataka,04-05-2020,Gold,Blocked,104276.2
110705,Bharti Jadhav,Male,24,Hyderabad,Telangana,08-05-2019,Regular,Active,193581.2
110706,Manasi Sharma,Female,19,Bangalore,Karnataka,18-05-2024,Regular,Active,90326.98
110707,Hemant Chatterjee,Female,32,Noida,Uttar Pradesh,04-09-2024,Platinum,Active,128476.41
110708,Priyanka Patel,Other,58,Thiruvananthapuram,Kerala,17-03-2021,Regular,Active,114980.45
110709,Manasi Pillai,Female,40,Noida,Uttar Pradesh,27-10-2020,Regular,Active,90934.65
110710,Mohan More,Male,19,Thiruvananthapuram,Kerala,21-03-2019,Silver,Active,154031.42
110711,Pooja Pawar,Female,-5,Bangalore,Karnataka,11-03-2019,Silver,Active,64049.25
110712,Deepak Patil,Female,63,Jaipur,Rajasthan,07-06-2019,Regular,Inactive,39712.07
110713,Gaurav Pandey,Male,68,Chennai,Tamil Nadu,23-02-2026,Regular,Active,77075.71
110714,Sona Dubey,F,49,Mumbai,Maharashtra,14-03-2022,Regular,Active,26252.87
110715,Shilpa Sharma,Female,22,Indore,Madhya Pradesh,14-05-2023,Regular,active,190676.13
110716,Sudha Menon,FEMALE,72,Visakhapatnam,Andhra Pradesh,11-02-2020,Platinum,Inactive,110154.94
110717,Arun Das,Male,35,Delhi,Delhi,22-05-2021,Gold,Active,148828.91
110718,Manasi Gaikwad,Female,31,Delhi,Delhi,02-06-2020,Regular,Active,153051.35
110719,Yash Bhatt,Female,65,Mumbai,Maharashtra,19-09-2021,Regular,Inactive,9854.77
110720,Bhavna More,Male,28,Indore,Madhya Pradesh,17-09-2021,regular,Active,49589.98
110721,Sunil Dubey,Male,23,Bangalore,Karnataka,06-02-2022,Gold,Active,7525.14
110722,Manoj Jadhav,Male,68,Hyderabad,Telangana,24-08-2021,Regular,Active,75170.63
110723,Nisha Deshpande,Female,55,Chennai,Tamil Nadu,09-01-2020,Gold,Inactive,12022.68
110724,Manasi Jain,Female,24,Indore,Madhya Pradesh,21-08-2019,Regular,Active,74581.48
110725,Nikhil Ghosh,Male,46,Lucknow,Uttar Pradesh,23-02-2021,Gold,Active,97408.29
110726,Nandini Desai,Male,57,Visakhapatnam,Andhra Pradesh,18-01-2025,Silver,Active,148728.52
110727,Amit Shinde,Male,58,Thiruvananthapuram,Kerala,16-12-2019,,Active,117112.89
110728,Padma Rao,Female,33,Hyderabad,Telangana,23-03-2021,Gold,Active,120785.05
110729,Priya Kamath,Male,44,Chennai,Tamil Nadu,20-05-2022,Regular,Active,125517.25
110730,Smita More,Male,59,Pune,Maharashtra,28-08-2020,Silver,Blocked,179035.85
110731,Ritu Joshi,Female,31,Thiruvananthapuram,Kerala,19-05-2022,Gold,active,167146.94
110732,Madhuri Shukla,FEMALE,51,Lucknow,Uttar Pradesh,24-02-2021,Platinum,Inactive,170033.97
110733,Madhuri Joshi,Female,55,Chennai,Tamil Nadu,09-05-2020,Regular,Blocked,
110734,Priya Thorat,Female,75,Delhi,Delhi,18-03-2022,Platinum,Active,128180.22
110735,Lata Bisht,Female,48,Indore,Madhya Pradesh,24-10-2021,Regular,Active,117126.8
110736,Satish Mishra,Male,56,Chennai,Tamil Nadu,18-01-2023,Regular,Blocked,47631.05
110737,Kartik Kamath,Female,65,CHENNAI,Tamil Nadu,18-03-2019,Gold,Active,891.32
110738,Santosh Yadav,Female,43,Delhi,Delhi,05-12-2024,Regular,Active,149730.16
110739,Lakshmi Nair,Female,44,Noida,Uttar Pradesh,29-04-2022,,Active,183502.02
110740,Jyothi Desai,Female,63,Mumbai,Maharashtra,08-04-2020,Gold,Active,86639.23
110741,Shyam Shinde,Female,59,Noida,Uttar Pradesh,31-03-2020,Silver,Active,52643.26
110742,Ananya Sen,Female,65,visakhapatnam,Andhra Pradesh,17-07-2024,Platinum,Active,13642.29
110743,Ramesh Pillai,male,73,Lucknow,Uttar Pradesh,17-08-2020,Regular,Active,89441.75
110744,Pooja Jadhav,Male,61,Ahmedabad,Gujarat,01-12-2020,Silver,Blocked,48616.57
110745,Tarun Naidu,FEMALE,23,Noida,Uttar Pradesh,13-02-2023,Platinum,Inactive,83451.93
110746,Nisha Bansal,Female,59,Noida,Uttar Pradesh,28-02-2021,Platinum,Active,153067.8
110747,Veena Dutta,Male,25,Bangalore,Karnataka,07-10-2022,Silver,Inactive,129042.39
110748,Swati Reddy,Male,51,Noida,Uttar Pradesh,29-03-2025,Platinum,Active,50276.35
110749,Nandini Kulkarni,Male,73,Thiruvananthapuram,Kerala,20-07-2021,Regular,Active,119254.91
110750,Nalini Chaudhary,M,29,Lucknow,Uttar Pradesh,21-07-2019,Platinum,Inactive,146295.24
110751,Prasad Bansal,Female,60,Jaipur,Rajasthan,15-01-2024,Regular,Active,129314
110752,Girish Patel,Male,46,Thiruvananthapuram,Kerala,03-10-2023,Regular,Active,70368.93
110753,Lakshmi Gaikwad,Male,59,Chennai,Tamil Nadu,17-06-2020,Silver,Active,167716.8
110754,  Tarun Naik,Male,38,Bangalore,Karnataka,25-04-2020,Regular,Active,73852.01
110755,Pallavi Sawant,Female,58,Thiruvananthapuram,Kerala,26-02-2022,Silver,Active,35617.7
110756,Chitra Dubey,Female,71,Pune,Maharashtra,24-01-2020,Silver,Blocked,12149.76
110757,Manasi Kamath,Female,40,Gurugram,Haryana,24-02-2019,Platinum,Active,198612.39
110758,Sapna Nath,Female,73,Kolkata,West Bengal,23-02-2023,Gold,Active,16565.72
110759,Rekha Chauhan,Male,69,Visakhapatnam,Andhra Pradesh,01-06-2020,Silver,Active,49562.43
110760,Sunita Chaudhary,Female,41,Bangalore,Karnataka,30-12-2024,Gold,Active,174798.44
110761,Padma Shukla,Male,54,Bangalore,Karnataka,21-07-2022,Regular,Active,147532.9
110762,Kartik Chakraborty,Male,36,Gurugram,Haryana,14-08-2021,Silver,Active,195280.67
110763,Sridhar Varma,Female,30,Visakhapatnam,Andhra Pradesh,17-04-2023,Silver,Active,174131.95
110764,Lata Ghosh,M,40,Ahmedabad,Gujarat,11-11-2019,Regular,Blocked,92286.08
110765,Yash Chauhan,Male,74,Mumbai,Maharashtra,08-09-2024,Gold,Active,163117.28
110766,Nandini Kumar,Female,12,Kolkata,West Bengal,02-01-2020,Regular,Active,24977.02
110767,Pallavi Reddy,Male,74,Pune,Maharashtra,15-07-2020,Silver,Blocked,85177.8
110768,Sridhar Kulkarni,Male,54,Gurugram,Haryana,11-11-2024,Silver,Active,9997.88
110769,Archana Kamath,M,49,Gurugram,Haryana,04-09-2023,Regular,Active,184792.18
110770,Veena Patel,Female,28,Lucknow,Uttar Pradesh,02-03-2019,Silver,Inactive,162785.24
110771,Tanvi Thorat,Male,49,Gurugram,Haryana,01-10-2020,Silver,Active,153784.19
110772,Satish Bhatt,Female,57,Delhi,Delhi,01-09-2023,Regular,Active,4972.73
110773,Aditya Biswas,Female,34,Indore,Madhya Pradesh,12-04-2023,Gold,Active,63856.27
110774,Nalini Verma,Male,62,Hyderabad,Telangana,03-04-2019,Regular,Active,165762.05
110775,Akash Bansal,Male,33,Ahmedabad,Gujarat,29-05-2021,Regular,Active,89806.96
110776,Lakshmi Naidu,Male,25,Hyderabad,Telangana,25-11-2024,Silver,Active,145807.5
110777,Nalini Yadav,Male,44,Pune,Maharashtra,06-10-2020,Gold,Active,21600.57
110778,Ravi Naik,Female,60,Pune,Maharashtra,14-01-2025,Regular,Active,33523.13
110779,Nikhil Dutta,Male,28,Mumbai,Maharashtra,19-04-2023,Regular,Inactive,12192.35
110780,Shweta Naidu,Male,54,Indore,,31-08-2024,Regular,active,36187.82
110781,Sunil Nath,Female,38,Lucknow,Uttar Pradesh,08-02-2020,Regular,active,61028.75
110782,Suresh Thorat,Male,39,Chennai,Tamil Nadu,16-01-2019,Silver,Blocked,63689.96
110783,Archana Rao,F,21,Noida,Uttar Pradesh,16-08-2023,Gold,Active,82099.37
110784,Neetha Tiwari,Male,63,Lucknow,Uttar Pradesh,15-03-2022,Regular,Blocked,1901.54
110785,  Venkat Sarkar,Male,54,Kolkata,West Bengal,13-03-2021,Platinum,Inactive,152254.61
110786,Rakesh Singh,M,33,Pune,Maharashtra,29-10-2022,Silver,Active,64286.41
110787,Kartik More,Male,46,Jaipur,Rajasthan,05-08-2020,Regular,Inactive,174257.39
110788,Veena Srivastava,Other,57,Kolkata,West Bengal,17-11-2022,Gold,Inactive,43511
110789,Kiran Chettiar,FEMALE,39,Indore,Madhya Pradesh,19-06-2024,Regular,Active,12574.71
110790,Rupali Chauhan,FEMALE,27,Hyderabad,Telangana,23-02-2019,Gold,Active,3401.3
110791,Nalini Verma,Male,63,Pune,Maharashtra,12-06-2024,Regular,Active,18555.74
110792,Divya Singh,Male,21,noida,Uttar Pradesh,29-05-2024,Silver,Inactive,70711.84
110793,Deepak Shukla,Male,75,Chennai,Tamil Nadu,02-09-2024,Silver,Inactive,
110794,Tanvi Verma,Male,22,Pune,Maharashtra,22-05-2022,Gold,Blocked,185453.42
110795,Varsha Gupta,M,43,Bangalore,Karnataka,27-12-2022,Regular,Active,51926.47
110796,Sujata Jain,Male,35,Gurugram,Haryana,16-12-2020,Regular,Active,28317.89
110797,Sona Gupta,M,24,Mumbai,Maharashtra,17-02-2021,Regular,Blocked,132370.21
110798,  Padma Pawar,Male,24,MUMBAI,Maharashtra,25-06-2024,Regular,Active,151839.49
110799,Vishal Yadav,Male,21,Indore,Madhya Pradesh,23-01-2020,Silver,Active,27410.92
110800,Ashok Rawat,Male,53,Ahmedabad,Gujarat,26-08-2021,Platinum,Active,101129.15
110801,Harish Desai,Female,44,Mumbai,Maharashtra,11-06-2020,Regular,Active,145252.4
110802,Sanjay Menon,Other,19,Visakhapatnam,Andhra Pradesh,28-09-2024,Regular,Active,62371.26
110803,Kiran Gupta,Female,73,Jaipur,Rajasthan,29-08-2022,Silver,Active,41418.11
110804,Archana Pandey,Female,23,Visakhapatnam,Andhra Pradesh,16-07-2021,Silver,Active,114566.62
110805,Sneha Dutta,Male,41,Gurugram,Haryana,27-01-2025,Silver,Inactive,20453.36
110806,Amit Patel,Male,41,Jaipur,Rajasthan,13-01-2024,Regular,Active,90519.25
110807,Sneha Mishra,Female,75,Kolkata,West Bengal,30-03-2020,Silver,Active,15529.03
110808,Kavya Deshpande,Male,24,Mumbai,Maharashtra,28-07-2023,Regular,Active,190690.66
110809,Smita Shah,Female,73,Pune,Maharashtra,30-08-2024,Gold,INACTIVE,126419.54
110810,Nisha Sawant,Male,39,Hyderabad,Telangana,22-11-2021,regular,Active,109497.55
110811,Shweta Desai,Male,33,Thiruvananthapuram,Kerala,10-03-2025,regular,Active,165835.24
110812,Arjun Chaudhary,Male,18,Ahmedabad,Gujarat,27-05-2024,Regular,Active,137347.48
110813,Ravi Bose,FEMALE,37,Ahmedabad,Gujarat,16-08-2022,Regular,Active,95480.92
110814,Arun Patel,Male,66,Kolkata,West Bengal,13-12-2019,Gold,Active,177645.37
110815,Abhishek Ghosh,F,54,Ahmedabad,Gujarat,29-07-2020,Gold,Active,127576.9
110816,Veena Verma,Female,51,Hyderabad,Telangana,08-01-2023,Gold,Active,196062.82
110817,Anjali Mehta,Female,43,Visakhapatnam,Andhra Pradesh,15-01-2020,Regular,Active,149299.33
110818,Poonam Kumar,Female,26,Kolkata,West Bengal,15-03-2020,Silver,INACTIVE,185866.8
110819,Vivek Sen,Female,22,Kolkata,West Bengal,01-10-2020,Regular,Active,196858.59
110820,Geeta Singh,male,27,Noida,Uttar Pradesh,18-11-2023,Regular,Active,121895.79
110821,Madhuri Ghosh,Female,47,Hyderabad,Telangana,28-05-2021,Regular,INACTIVE,26385.28
110822,Poonam Ghosh,Other,58,Mumbai,Maharashtra,26-12-2021,Silver,Active,169085.26
110823,Bhavna More,Male,53,Bangalore,Karnataka,27-08-2019,Platinum,Active,167069.71
110824,Varsha Tiwari,Male,61,Kolkata,West Bengal,11-07-2022,Regular,Active,76655.19
110825,Pooja Bose,Male,65,Kolkata,West Bengal,24-11-2023,Regular,Active,119081.76
110826,Tanvi Sarkar,Male,62,Visakhapatnam,Andhra Pradesh,08-07-2023,Regular,Active,117324.47
110827,Poonam Rawat,FEMALE,35,Visakhapatnam,Andhra Pradesh,29-07-2020,Regular,Active,10440.47
110828,Ramesh Kumar,F,27,Delhi,Delhi,13-09-2023,Silver,Inactive,147621.58
110829,Shyam Singh,Female,58,Hyderabad,Telangana,20-05-2020,Platinum,Active,195150.17
110830,Sachin Paul,Female,72,Bangalore,Karnataka,06-05-2023,Gold,Active,138191.68
110831,Sapna Menon,Male,45,Jaipur,Rajasthan,28-12-2021,regular,Inactive,49831.2
110832,Vikram Shetty,M,52,Visakhapatnam,Andhra Pradesh,23-10-2022,Gold,Active,110009.44
110833,Tarun Ghosh,Male,31,Lucknow,Uttar Pradesh,13-07-2019,Silver,Active,87561.65
110834,Shyam Hegde,Male,34,Lucknow,Uttar Pradesh,23-02-2020,Regular,Active,154007.36
110835,Gaurav Mukherjee,Male,33,Mumbai,Maharashtra,05-02-2021,Silver,Active,164224.76
110836,Lakshmi Thorat,Male,38,Delhi,Delhi,08-09-2021,Regular,Active,188458.62
110837,Dinesh Bhatt,male,56,Delhi,Delhi,03-01-2020,Silver,Inactive,109454.84
110838,Deepak Negi,Male,61,Lucknow,Uttar Pradesh,23-12-2023,Platinum,Blocked,23245.38
110839,Priya Gaikwad,Female,57,Jaipur,Rajasthan,05-09-2021,Regular,Active,23362.77
110840,Pooja Dubey,Female,39,Indore,Madhya Pradesh,26-05-2022,Gold,Active,143878.48
110841,Neha Iyer,Other,32,Indore,Madhya Pradesh,21-06-2020,Silver,Active,72077.25
110842,Sachin Dutta,Female,23,Hyderabad,Telangana,26-02-2019,Regular,Active,177575.5
110843,Harish Singh,Male,41,Noida,Uttar Pradesh,13-02-2021,Regular,Active,115638.27
110844,Sachin Nair,Male,21,Ahmedabad,Gujarat,19-01-2025,,Inactive,82432.41
110845,Madhuri Das,Female,32,Jaipur,Rajasthan,01-04-2023,Silver,Active,90373.17
110846,Nalini Gupta,Female,34,Noida,Uttar Pradesh,12-11-2024,Regular,Active,56156.76
110847,Nikhil Thorat,Other,63,Kolkata,West Bengal,24-10-2024,Silver,Inactive,58968.32
110848,Pooja Nath,Other,21,Lucknow,Uttar Pradesh,04-02-2019,Regular,Active,21140.37
110849,Priyanka More,Female,72,Ahmedabad,Gujarat,14-06-2021,Regular,Inactive,166526.83
110850,Pranav Bose,FEMALE,52,Indore,Madhya Pradesh,08-03-2022,Platinum,Active,4606967.59
110851,Chitra Sarkar,Male,42,Visakhapatnam,Andhra Pradesh,18-10-2023,Regular,Active,156626.41
110852,Sneha Menon,Female,25,Indore,Madhya Pradesh,13-07-2022,Regular,Active,163426.81
110853,Kiran Singh,Female,33,Hyderabad,Telangana,10-03-2021,Gold,Active,138902.28
110854,Rupali Naidu,Female,45,Bangalore,Karnataka,25-03-2019,Silver,Active,168179.22
110855,Ramesh Hegde,Female,50,Noida,Uttar Pradesh,28-08-2023,Silver,Active,63584.02
110856,Rupali Bose,Male,200,Delhi,Delhi,22-11-2022,Silver,Active,27139.42
110857,Abhishek Shah,Female,72,Kolkata,West Bengal,14-03-2025,Platinum,Active,95928.74
110858,Manoj Ghosh,Male,53,Gurugram,Haryana,19-06-2019,Regular,Active,17405
110859,Abhishek Chakraborty,Male,67,Visakhapatnam,Andhra Pradesh,21-07-2024,Regular,Blocked,82181.97
110860,Shilpa Kamath,Male,75,Thiruvananthapuram,Kerala,21-12-2022,Silver,Active,15285.57
110861,Santosh Krishnan,Male,38,Gurugram,Haryana,12-09-2020,Regular,Active,177367
110862,Kartik Yadav,Female,48,Pune,Maharashtra,02-06-2020,Platinum,Active,115819.09
110863,Swati Dutta,M,43,Noida,Uttar Pradesh,07-06-2019,Gold,Active,23599.55
110864,Deepika Shah,F,19,Kolkata,West Bengal,09-09-2021,Regular,Active,88367.01
110865,Neetha Singh,Male,61,Kolkata,West Bengal,18-08-2020,Regular,Blocked,65894.31
110866,Priyanka Naik,Female,58,Hyderabad,Telangana,21-08-2022,Gold,Active,96447.35
110867,Prakash Pillai,M,56,Hyderabad,Telangana,03-09-2021,Regular,Active,148473.6
110868,Neha Menon,Other,57,Hyderabad,Telangana,21-08-2019,Gold,Active,181347.85
110869,Aditya Kamath,FEMALE,47,Noida,Uttar Pradesh,08-06-2022,Silver,Inactive,149493.75
110870,Madhuri Rao,Female,36,Hyderabad,Telangana,26-10-2023,Regular,Active,26427.46
110871,Sunil Naik,Male,36,Jaipur,Rajasthan,22-07-2024,Silver,Active,187451.78
110872,Prasad Desai,Female,75,Mumbai,Maharashtra,24-06-2021,Silver,Active,82650.85
110873,Sanjay Shetty,Male,19,Indore,Madhya Pradesh,01-10-2024,Regular,Active,134390.92
110874,Komal Agarwal,Male,41,Kolkata,West Bengal,02-02-2019,Regular,Active,196982.34
110875,Ajay Naidu,Female,22,Mumbai,Maharashtra,13-06-2024,Regular,Active,170832.92
110876,Nandini Chettiar,F,30,Pune,Maharashtra,28-07-2021,Regular,active,146097
110877,Shyam Varma,F,40,Bangalore,Karnataka,29-11-2019,Platinum,Active,1795193.76
110878,Neetha Jain,Female,72,Kolkata,West Bengal,22-07-2020,Regular,Inactive,19288.18
110879,Vishal Nath,Male,25,Pune,Maharashtra,20-01-2023,Silver,Active,53261.73
110880,Girish Banerjee,Female,61,Thiruvananthapuram,Kerala,30-05-2019,Regular,Active,171335.64
110881,Neha Mishra,Female,20,Jaipur,Rajasthan,31-07-2021,Gold,active,151878.47
110882,Tushar Chakraborty,Female,59,Bangalore,Karnataka,01-01-2022,Silver,Inactive,104261.05
110883,Sona Dubey,F,37,Thiruvananthapuram,Kerala,28-08-2021,Regular,Blocked,78736.56
110884,Satish Tiwari,F,44,Noida,Uttar Pradesh,08-05-2021,regular,Active,45616.11
110885,Hema Menon,F,31,Lucknow,Uttar Pradesh,26-05-2022,Silver,Blocked,137693.61
110886,Arun Ghosh,Male,71,indore,Madhya Pradesh,13-05-2024,Regular,Active,183318.13
110887,Shilpa Shukla,M,72,Lucknow,Uttar Pradesh,06-10-2020,Regular,Active,100214.07
110888,Manoj Pandey,Male,47,Gurugram,Haryana,04-01-2024,Gold,Active,68883.98
110889,Anjali Negi,Female,31,Thiruvananthapuram,Kerala,02-06-2020,SILVER,Inactive,123491.58
110890,Sapna Iyer,Female,51,Jaipur,Rajasthan,07-04-2023,Silver,Inactive,130683.18
110891,Ganesh Bhatt,Female,48,Visakhapatnam,Andhra Pradesh,18-08-2024,Gold,Active,34141.69
110892,Nisha Naidu,Male,35,Jaipur,Rajasthan,11-02-2022,SILVER,Active,139050.87
110893,Dinesh Shukla,Male,21,Visakhapatnam,Andhra Pradesh,23-01-2021,Platinum,Active,139446.71
110894,Ritu Roy,M,60,Delhi,Delhi,06-10-2021,,Active,180089.39
110895,Geeta Bhatt,Male,48,Kolkata,West Bengal,27-10-2022,Silver,Active,34282.53
110896,Vijay Patel,Male,33,Noida,,16-11-2019,Regular,Blocked,141885.88
110897,Sunita Thorat,Female,39,Pune,Maharashtra,24-06-2020,regular,Active,148170.91
110898,Sujata Srivastava,Male,62,Ahmedabad,Gujarat,26-08-2023,,Active,66117.88
110899,Lata Chaudhary,Male,32,noida,Uttar Pradesh,29-08-2019,Silver,Active,116202.13
110900,Geeta Pillai,FEMALE,45,Delhi,Delhi,02-12-2022,Silver,Blocked,125797.71
110901,Prakash Kamath,FEMALE,70,Jaipur,Rajasthan,24-09-2023,Regular,Active,27261.86
110902,Gaurav Yadav,Female,67,Chennai,Tamil Nadu,03-05-2019,Gold,Active,35458.1
110903,Pranav Menon,Male,50,Bangalore,Karnataka,16-03-2024,Regular,Active,79766.48
110904,Lakshmi Paul,Female,21,Lucknow,Uttar Pradesh,26-02-2020,Platinum,Active,91204
110905,Sudha Mishra,Male,22,Visakhapatnam,Andhra Pradesh,13-09-2020,Regular,Active,195370.53
110906,Shweta Patil,Female,66,Bangalore,Karnataka,08-11-2019,Regular,Inactive,102116
110907,Neetha Sen,Female,50,Ahmedabad,Gujarat,02-05-2024,GOLD,Active,176247.45
110908,Nalini Banerjee,Male,38,Mumbai,Maharashtra,04-10-2022,GOLD,INACTIVE,115605.92
110909,Vijay Sarkar,Female,75,Noida,Uttar Pradesh,11-05-2022,Silver,Inactive,119259.14
110910,Arjun Bhatt,Female,20,Indore,Madhya Pradesh,09-08-2019,Regular,Active,126069.87
110911,Sudha Pillai,Female,37,Delhi,Delhi,04-12-2023,Platinum,Active,2391.82
110912,Ritu Sen,F,48,Pune,Maharashtra,05-07-2022,Regular,Active,38464.97
110913,Deepika Gupta,Female,72,Kolkata,West Bengal,10-05-2021,Regular,Active,147568.81
110914,Kiran More,Female,68,Mumbai,Maharashtra,30-03-2023,Platinum,Active,90723.72
110915,Sudha Tiwari,Female,67,Jaipur,Rajasthan,14-07-2021,Platinum,Active,21047.96
110916,Poonam Srivastava,Male,43,Jaipur,Rajasthan,26-08-2024,regular,Active,56935.3
110917,Venkat Mukherjee,male,27,Bangalore,Karnataka,10-02-2025,Platinum,Active,172893.94
110918,Sujata Jadhav,Male,44,Kolkata,West Bengal,11-07-2019,Silver,Blocked,65191.09
110919,Manoj Gaikwad,Female,66,Delhi,Delhi,14-07-2020,Gold,Inactive,74587.8
110920,Tarun Bansal,Female,39,Visakhapatnam,Andhra Pradesh,02-04-2024,Gold,Active,190622.28
110921,Pranav Rao,Other,72,Bangalore,Karnataka,15-03-2019,Regular,Active,92668.77
110922,Sunita Negi,Male,21,Kolkata,West Bengal,08-09-2023,Silver,Active,146075.78
110923,Sachin Dubey,Female,31,Thiruvananthapuram,Kerala,15-06-2021,Silver,Active,115274.23
110924,Aditya Tiwari,Male,68,Ahmedabad,Gujarat,08-05-2019,Silver,Active,148081.4
110925,Ravi Shinde,Other,74,Gurugram,Haryana,09-11-2023,Gold,Active,23390.81
110926,Shweta Kumar,Female,43,Bangalore,Karnataka,11-04-2024,Regular,Active,188818.93
110927,Akash More,Other,29,Indore,Madhya Pradesh,26-04-2024,Gold,Active,185222.68
110928,Ritu Srivastava,Female,63,Thiruvananthapuram,Kerala,16-11-2019,Platinum,Active,138053.53
110929,Shruti Patil,Male,59,Jaipur,Rajasthan,14-04-2023,Silver,Active,84407.03
110930,Madhuri Patil,Female,22,Lucknow,,30-10-2019,Platinum,Blocked,35165.37
110931,Kavya Chauhan,Female,58,Noida,Uttar Pradesh,20-08-2023,Regular,Active,19875.64
110932,Arun Kumar,M,38,Pune,Maharashtra,06-02-2023,Platinum,Active,5869.99
110933,Veena Pillai,Other,63,Noida,Uttar Pradesh,18-02-2025,Gold,Active,158183.46
110934,Pranav Kumar,Male,32,Pune,Maharashtra,12-07-2023,Regular,Active,62456.62
110935,Pallavi Dubey,Male,42,Lucknow,Uttar Pradesh,15-11-2021,Gold,Active,36307.43
110936,Sachin Varma,Male,70,Lucknow,Uttar Pradesh,11-04-2023,Regular,Inactive,124203.59
110937,Satish Jain,F,28,Thiruvananthapuram,Kerala,15-09-2019,Gold,Blocked,166253.74
110938,Lata Agarwal,FEMALE,48,Delhi,Delhi,21-12-2024,Regular,Active,133936.34
110939,Smita Singh,Male,51,Kolkata,West Bengal,08-01-2025,Silver,Active,161235.38
110940,Rohan Chatterjee,Male,67,Gurugram,Haryana,16-01-2023,Regular,Active,107249.5
110941,Ganesh Singh,Male,45,Delhi,Delhi,06-07-2023,Silver,Active,105308.03
110942,Varsha Chaudhary,Male,32,Indore,Madhya Pradesh,10-12-2019,regular,INACTIVE,5467.31
110943,Padma Mandal,Male,63,Delhi,Delhi,14-02-2021,Silver,Active,119992.94
110944,Vishal Dubey,Male,55,Delhi,Delhi,22-03-2021,Regular,Active,136205.3
110945,Santosh Bansal,Male,22,Lucknow,Uttar Pradesh,09-07-2019,,Active,125834.63
110946,Bhavna Banerjee,Male,34,Ahmedabad,Gujarat,07-01-2025,,Inactive,76683.44
110947,Pallavi Ghosh,Male,48,Delhi,Delhi,18-12-2021,Silver,Blocked,159760.17
110948,Preeti Kamath,male,21,Pune,Maharashtra,15-01-2025,Silver,Active,157715.8
110949,Sujata Tiwari,Female,50,Noida,Uttar Pradesh,12-01-2025,Regular,Active,182942.54
110950,Kaushik Rao,Male,45,Chennai,Tamil Nadu,04-05-2019,Regular,Active,8993.14
110951,Vishal Banerjee,F,35,Jaipur,,24-07-2019,Gold,Active,145280.87
110952,Deepika Mishra,M,19,noida,Uttar Pradesh,26-04-2022,Regular,active,26135.67
110953,Shyam Menon,Female,31,Lucknow,Uttar Pradesh,09-09-2019,Regular,Active,135997.42
110954,Naveen Mukherjee,Male,30,Mumbai,,21-01-2019,Regular,Active,194350.92
110955,Ajay Bansal,Male,70,Mumbai,Maharashtra,22-10-2021,Gold,Inactive,114450.29
110956,Jyothi Sawant,F,24,Jaipur,Rajasthan,20-05-2021,Regular,Active,128680.18
110957,Nikhil Kumar,F,64,Hyderabad,Telangana,14-12-2021,Regular,active,61106.32
110958,Kavya Thorat,Female,29,Pune,Maharashtra,13-02-2023,Silver,Active,15878.15
110959,Shruti Sharma,Female,31,Ahmedabad,Gujarat,28-06-2023,Regular,Active,14654.5
110960,Prakash Jadhav,Male,52,Noida,,20-10-2024,Platinum,Active,199635.83
110961,Vivek Krishnan,Male,47,Bangalore,Karnataka,21-09-2021,Silver,Inactive,107070.18
110962,Sunil Pandey,Male,35,Kolkata,West Bengal,11-03-2021,Regular,Active,108004.83
110963,Neha Bisht,Female,31,Chennai,Tamil Nadu,05-02-2021,Silver,Active,11051.81
110964,Varsha Sen,F,70,Hyderabad,Telangana,26-03-2023,regular,Active,29524.92
110965,Rupali Rawat,Male,54,Delhi,,22-06-2022,Gold,Inactive,119022.19
110966,Kavya Sharma,Male,68,Lucknow,Uttar Pradesh,07-04-2024,Regular,Active,37550.7
110967,Akash Chatterjee,Female,43,Hyderabad,Telangana,19-10-2023,Silver,INACTIVE,197072.1
110968,Kaushik Mishra,Male,38,Noida,Uttar Pradesh,05-07-2020,Silver,Blocked,181865.32
110969,Shilpa Rawat,Female,70,Gurugram,Haryana,21-11-2023,Regular,Active,173736.38
